nDocumento,documento,topico
458,unit that issu fact one even call despit promis confirm bag locat,13
459,unit still wait hear back wallet stolen one plane would appreci resolut,6
460,unit flysaa lost baggag heard differ thing differ employe unit flysaa said noth,16
461,unit cs think mile repair damag done interest travel unit exp worst flight ever,5
462,unit sign notif first trip updat sure happen,3
463,unit line respons im wait tomorrow morn flight overbook,6
464,unit took exact aircraft lax 3 day ago fit problem agent today told nonsens polici chang,5
465,unit help agent club help baggag fee night lifestop busi silverairway,8
466,unit never heard,3
467,southwestair doesnt charg ticket chang fee incur mysteri cost incur unit,3
468,unit exhaust amp frustrat link fb post abt travel issu,3
469,unit deni get plane wo get chanc prove fit im rooki read bio,2
470,unit ive never experienc worst custom servic place blame codeshar partner assum respons unaccept,3
471,unit current board check terribl staff rude expens luggag thrown around etc,3
472,unit fuck void ticket kept money even apolog never fli airlin unitedairlin,3
473,unit worst custom svc kevin rep call center must investig baggag lost there help argument,16
474,unit sell ticket silverairway terribl servic ua staff reach silver,3
475,unit got demot gold cuz hubbi got 100 pqd tho enuf spent 4 goldsspousaldiscriminationangri,7
476,unit ye lot terribl custom servic newark despit rais complaint ignor henc tweet,3
477,unit love new plane lga ord power outlet,1
478,unit tweet id number wont reveal home address anyon web,3
479,unit file delay bag report saturday flight cancel flightl never went anywher,5
480,unit need land ewr baggag claim file sent employe droppeditoffyet,16
481,unit rare ceas amazefor wors hope last time fli,17
482,unit icloud yet pleas help 917 703 1472,16
483,unit respons back,16
484,unit atroci custom servic,3
485,unit albanyairport delay departur check bag gate claim space fill walk open space delay poorcustomerservic,5
486,unit cancel flight flight reason amp phone hour vacat,6
487,unit dfpietra that respons shake head back forth tsk betterfrom custom servic apolog,5
488,unit cours bag frustrat,0
489,unit worst avoid like plagu,5
490,unit worst airlin world,5
491,unit someon need dm resolv correctli extrem disappoint servic receiv terribl manag,2
492,unit premier gold desk chang flight waiv fee give wrong flight jana acosta salt lake refus servic angri,6
493,unit give one thing consist unfortun consist job well alwaysdelayedonunit,12
494,unit right im angri,3
495,unit first time fli unit also last time terribl back virginatlant branson virginatlant unitedairlin,3
496,unit use commit continentalairlin flyer merger rememb switch southwestair communicationfail,5
497,unit least could offer ticket coach instead cancel flight reserv glitch notfair,0
498,unit im say made flight poornoncommun unaccount lost time amp lot frustrat flyer stand around,6
499,unit think dm would better,3
500,unit gate announc state delay due mainten yet app say late flight arriv aircraft tell truth unfriendli,18
501,unit easili worst compani ever experienc lost someon person possess amp couldnt care less,3
502,unit app show arriv aircraft earli depart flight delay due late flight arriv aircraft unfriendli,3
503,unit alreadi airport 12 hr late flightr still guy realli kill today tri stay posit,2
504,unit unit servic level reach etihad let realist lufthansa ill consid,3
505,unit realli someon call sick someon forgot call replac hour late flight take theworst,2
506,unit ask flight attend typic compens would amp say might get free tv unaccept,6
507,unit disappoint today simpli put rather unpleas thing current flight delay cant wait get home,3
508,unit round trip nonenglish speak friend strand twice 12 hour time staff member rude,3
509,unit found group peopl actual hate peopl isi that right unit airlin,2
510,unit nope walk amp orf termin amp unit agent found show last minut board us mani panick peopl,2
511,unit time final get dalla could driven less frustrat cheaper,3
512,unit im tri get final destin need compens 2hr person time wast,3
513,unit guy realli custom servic cluecould spent effort clear bin rollerboard instead art project mine,12
514,unit put bag plane seattl flight 1212 wait line talk someon bag statu matter,2
515,unit campilley hahaha werent american compani would say great sarcasm,16
516,unit think actual like screen campilley,16
517,unit appar ask 20 peopl board planehow big miscalcul made,3
518,unit shame choos unit may differ reunit age friend never see poorservic,3
519,unit check statu claim go 2 month attent upset,3
520,unit flight delay due mainten lit caus miss connect iah msi help,16
521,unit unitedairlin pl fix aspenbaggagefail issu pay way aspen flight cancel flight left us cold den,6
522,unit read bio see work never encount airlin disappoint understat,3
523,unit custom care email phone rep speak mani issu cant place 2000 charact,3
524,unit process recov car rental condo rental florida call unit altern flight noanswer,16
525,unit weve wait tarmac gt1hr appar ua1116 overweight amp return gate wtf fb,6
526,unit thank mention board ask 1other person measur bag anoth woman men ask,2
527,unit cant leav tarmac unit gate agent agre head count 20 min count 100 peopl max epicfailunit,2
528,unit that real dedic amp concern apolog dont fix issu miser issu ive past 6 mo,19
529,unit block dming would rather complain public forum,16
530,unit book flight 2 779 charg 38950 twice mean cant redeem cc point properli would gone elsewher,3
531,unit weve ton problem get bag given run around day what,3
532,unit pedophil airlin split 10 yr old daughter row apart flight 1254 boston,17
533,unit wait 2 day militari bag airport 3 hour away horribl,13
534,unit arriv 25 minut earli nice equip isnt readi wait 30 minut luggag far time gain wipe,8
535,unit musician real dirti lax ive never block get flight bass,3
536,unit im rebook line 300 peopl deep,2
537,unit flyeia ye said took hour,18
538,unit whose pay actual fli 30k year deserv better servic cc holder,3
539,unit happi flyer ua flight 1161 sfo cleveland sunday 222 stay tune blog articl,16
540,unit 20 min delay flt 2086 sfo 2 load 2 pax make sens strand mani us overnight ord due miss cnxn,2
541,unit head didnt check 8 bag 2 check arriv arent claim 2 peopl bag,5
542,unit must drone unit keambleam understand frustrat bag team work hard get bag,13
543,unit chang made 3 hour someth taken second onlin thrill love agent though,8
544,unit flight attend doesnt understand understand english doesnt mean deaf stop yell english slowli,3
545,unit appropri ask public henc dm unit employe new answer process hassl cancel flight,3
546,unit well that big dont terribl high expect point,16
547,unit like your tri make hate airlin fee check bag that never mention ticket rude agent,3
548,unit nice app say us 4972 delay weather pilot say wait fuel one ur control one,17
549,unit ok thank provid complimentari hotel accommod sinc ill stay overnight,2
550,unit origin tri share detail link jimmi samartzi vice presid custom experi sent expir,3
551,unit realli 3 hr delay 4 gate chang amp board us sent us back amp board us wont chang flight go,6
552,unit ac went 20 minut return mojav desert pressurecook heattrap,5
553,unit nope still one help give unit badservic,2
554,unit airlin caus miss connect u would think would take whatev step remedi screw,16
555,unit id thank didnt help take 6 hour repli get messag middl night isnt actual help,2
556,unit flight ua1270 descend farc havent left ewr yet go get wors,6
557,unit told due ua23 fli direct dublin go london complet shambl,5
558,unit 45 min ewr baggag claim stillnobag ridicul,6
559,unit standbi denver delay confirm aspen whose flight cancel flight day 0 confid,2
560,unit ye 2ambut back plane delay due baggag load issu,18
561,unit pt u cancel flight final got stndbi 4 1pm flight day missedwork clientnothappi,6
562,unit dont see justifi cost get earli flight seat airlin charg conveni get passeng earli,6
563,unit woke notif flight move 15 hr earli bare made flight 3 hr layov sfo want hop earlier option,17
564,unit delay baggag claim land hope bag isnt broken damag lost wc result complaint,13
565,unit done want send screen shot second call 45 minut,16
566,unit thank ill fill form soon land dont like dupe hope appreci feedback amp better,3
567,unit line denver rebook due weather issu better,3
568,unit one suffer understand delay dont understand tri speed process delay extent,12
569,unit 2 cancel flight flight late flightr agent claim put new flight cancel flight cowork got flight delay,6
570,unit urgenc ridicul ceo claim custom focus yet delay happen plane sit custom,3
571,unit wasnt ask full refund delay 3 hour give reason enough give partial credit,6
572,unit flight schedul 1156 105 havent move never flight everyon move without sens,6
573,unit go hell,3
574,unit sinc bulkhead seat bag floor dont u reserv ohead space seat 1b ua246 impress,17
575,unit would help could refresh board time info board pass delay flight,2
